conversation_id,clean_text,subcluster
622340,how can ur team give this type resolution for warranty period product?? They say go to local shop and repair we pay bil,7
622343,can someone help me get contact details of Amit Aggarwal who is India head of a fraud company called amazon .someone please tell him that he belongs to shameless company who cheat and harassing people.,1
622382,Keeping busy so Gamma can cook! Thanks Amazon for great boxes. This train is almost ready to leave the station. #Amazon #AmazonPrime #grateful,4
622428,"I purchased kindle paperwhite in the Aug sale, I saw this offer now on amazon about the protection plan, it seems to come in bundle with the device, can i purchase this plan now ?",6
622444,I wouldn’t call this put in a safe place! Sort yourself out. 1 unhappy customer!!,1
622459,So disappointed in the turn has taken with this terribly inept AMZL US shipping courier and the Cust Service Agents with accents so thick you cant understand wtf they are saying. I guess Amazon forgot what made the so successful. Def rethinking my Prime membership #Amazon,12
622470,Silly packaging yesterday’s was spot on #justsaying,11
622475,Recently received an order with a pamphlet asking for 5 star review for compensation. What's the best way to report this?,5
622495,Was expecting a resolution call as promised by Amazon.in yesterday for the complaint raised . But to no avail.. __email__ :(,1
622498,"signed up to #prime free trial, but you have taken £1 out of my bank for this, little bit backwards seeing as it is meant to be FREE",1
622519,where the hell are the reputation magazines,1
622526,Dear why do I have to wait a week for my order to be shipped? That was a birthday present that was only going to be one day late. Now it's going to be five.,5
622551,"When you come home to an absolutely sodden, ruined parcel. I’m actually fuming 😡😡😡😡😡😡😡😡",1
622572,"why not even a single #Punjabi #movie in your #Prime collection? No Punjabi movies at all? You have movies in #Marathi, #Telugu,#Tamil and more but not a single in Punjabi language",1
622578,I will never order once again from you. Thank you so much for you disappointment.,5
622591,seens Amazon do not like and do not post negative feedback.. it looks they encourage seller to cheat the customer.. please see I have used any offensive language in feedback..but it was rejected and did not posted my review for the product .. #fraud #Customer,9
622602,Even after purchasing the phone from #Amazon the phone is not #listed on the website for #exchange #fail and can find on other website to exchange how is that ???? #AmazonFail,1
626608,another amzon agent assigned for pick up who' s no. Doesnt connect .,11
626864,"2 years in operation, and is also back in same league where Customer isn't first. Understandable. But brand image takes a hit boss",1
626921,"Fire Emblem Warriors for Nintendo Switch was released last Friday, but it's still listed as preorder on Amazon, any idea why?",1
627087,Does the 101 cashback on 399 Jio recharge using Amazon Pay still active?,1
627449,Dear my #Alexa quit working! What will I do now?! 😣,2
627644,"Cheers , the one day off I have where I was hoping to pick up my stuff you now tell me it’s delayed despite me paying for Amazon Prime. Can’t pick it up at all now for another week if it’s not there tomorrow. Thanks a bunch",11
627687,"Having trouble in the past recent days as Alexa has stopped responding quite often. Had been in around 2 months of totally unused state. Got an firmware update(i guess) and then the responding has been quite poor(i might be wrong, quite unsure). Keep loading blue ring",1
627698,I tried doing Amazon Cash at and they had no idea what I was talking about. How do I explain it?,1
627712,please can we have Dil toh Pagal Hai title here? Thanks.,4
627737,Effective packaging,1
627748,its from,1
627780,Love my #Show however this is affecting my minor OCD... Music is Cavatina by Guitarist John Williams but background image is showing legendary film composer John Williams 🤪 #PleaseSortIt,1
627799,Will you be stocking the recently revealed Christopher Nolan 4k UHD Blu-Ray Collection ( see pic ) slated for a December release ?,1
627811,Is this an acceptable way to deliver a parcel when no-one is home?,1
627821,"Waited, waited and waited, still no clue, where is my #OnePlus5t? Supposed to reach the address by 8pm...😅😅😅",1
627825,I’ve cancel a parcel before it was dispatched. Will I get a refund and if so how long will it Thame?? Thankyou! X,1
627859,Any technical issues..???,1
627864,"disappointed to receive my parcel like this, especially with Christmas presents in which have been damaged",9
629415,". does this make sense for a package to go to Jersey from Allentown, then back to Delaware? Wouldn't it make sense for the truck go right down to Delaware instead of crossing the river twice?",1
629444,is it possible to speak to someone who speaks English well to deal with an issue regarding a refund. Have had emails from Amazon confirming refund has been processed and the told today that previous advisor lied. Can someone contact me ASAP,1
629453,Anybody else had problems with Amazon deliveries recently? In the last couple of months I have had numerous...,1
629472,#Shoutout to for sending shipping notifications of Christmas presents that I bought for my son to his Fire tablet. 😐,1
629493,Hello Amazon. I've ordered saomething on prime and usually they have arrived by now. Could I PM you my tracking details?,1
629525,Really nice of to deliver that empty box I wanted #disappointment #MerryChristmas,1
629572,Good job this wasn't for a child living in my home! trying to ruin Christmas. I've heard of reducing packaging but none is ridiculous. Obviously Amazon don't value privacy of what customers purchase. Glad it wasn't a more personal purchase.,1
629601,your website is down and i'm getting mad,0
629603,any plans on setting up a new Warehouse between Dhule and Malegaon in Maharashtra?,13
629606,still didn't get any reply from Amazon regarding my refund this is totally ridiculous.,1
631577,how can I speak to a representative over the phone?,1
631585,Why OPPO is manufacturing One plus 5T....please assure Oppo had not compromising the quality all arround.......hope not compromising quality of OP5T in India We Love One Plus not Oppo..,1
631645,Ordered something on Sunday with Amazon Prime and it still hasn’t turned up. #TerribleService #NotHappy,1
631659,when steals $100 from you and won’t refund you!!🙃🙃,1
631664,What is amazon doing about the Credit card charges from November 7 and 9. I have been charged 12 times for the same purchases on those dates. And through verification by credit card centers apparently it is a massive system wide error. I’m out tens of thousands of dollars,3
631676,Of course my copy of #WereGonnaNeedMoreWine is lost in shipping. 😩 thanks for nothing,4
631682,"Double charged by for an item, who do I get in contact with??😭",13
631690,me again! Your CS rep Kaitlin in Florida was the single nicest human I ever had the pleasure of coming in contact with. Give her a raise!!,1
631699,"yesterday an amazon driver tried to open my front door, telling me he is told to try all doors to leave parcels inside? today one unlocked my side gate made his way round my house and knocked on my back door, then left oil from his van all over my drive.",1
631715,One plus 5T...what a device.... unbelievable fast and beautiful......only in design apple have upper hand otherwise OP rocks thank you amazon for such fast delivery...love OP,1
631719,please have a look at the dates in your banner ad.,1
631721,"I have sent you a DM, could someone ease reply",1
631740,if I go to my wish list and click to add the item to my cart it tells me if someone already bought the item for me. What the hell? Way to ruin Christmas #amazonruinschristmas #realnice #amazon #wishlist,13
632770,"For every Amazon sale, websites like these are faking customers using Amazon brand logo. Try to stop.",9
633558,. 's Kindle Fire OS is unusable. The new Fire Kids Editions I bought were literally impossible to set up without accepting a trial of Kindle Free Time Unlimited. I can't figure how to limit the apps my 6yo can see and download to only things I have approved.,6
633563,"Been charged £7.99 for my ""free trial"" &amp; on site it says 'Next Payment: You will lose access to your benefits on 16 December 2017 and your card will not be charged' So y am i being charged 7.99??",1
633572,Love the new detail in ‘s tracking info!,11
633583,Are you freaking kidding me ?? This is how you deliver to businesses now??,1
633585,do you have someone available that can decipher this card. I have checked my nominated safe place and there is nothing there.,3
633609,"Do you know selling any product above MRP is a criminal offence? You are selling Rs. 25 product at Rs. 299. Sir, please look into this issue. They are cheating to consumers.",7
633618,thanks for incorrectly charging me £80 and telling me you can only pay me back £72 🤢🤢🤢🤢 wankers,4
633671,Someone needs to re-visit how Amazon ships products together.,1
633720,New toy. Thanks lightning sale #CowinE7s #BluetoothHeadphones,4
633735,not received yet.,1
635649,can you please DM regarding an order I’ve placed,5
635659,Do you guys have a color display kindle? I am NOT looking for a tablet. And are there any #BlackFriday deals on it?,6
635682,"This was my first order after relentless marketing. Not super impressed, team.",5
635698,why can't I check out?,1
635717,any idea why you have charged me £1 and then the full cost of my order separately? I didn't approve that charge,5
635720,Alexa ist toll. :),1
635740,there's no exciting content nowadays.... Really disappointed.,1
635746,Amazon Kindle wonderful ebook reader that shatters my thought of using an tablet for reading. Wow! Marvellous design factor you deserve a standing ovation. Hats off.,6
635750,"Ring it, find it makes losing your keys a thing of the past. It also makes a great holiday gift for the most forgetful person on your list. See more in the Electronics Gift Guide today!",1
635757,Someone needs to reevaluate how ships products together ().,1
635769,Is this good service ? Glass was inside - luckily nothing broken.,12
635771,- My credit card is being charged every 15 minutes for the same purchase - 1 book that was purchased 2 weeks ago. Hours on the phone and no resolution or addressing the problem. Nice way to start #BlackFriday2017 #fail,3
637139,"Why is shipping in original packaging? We've had five Christmas surprises ruined because they're not shipped in a brown box anymore. Instead, the product is plastered across the box plain as day for everyone to see.",7
637222,what’s going on here?,11
637228,Hi having real problems logging in it asks for a password then a verification then another password for prime ..I went round in circles and gave up in the end cancelled the order it’s a bit frustrating.😐,5
637242,Your customize and add to cart page for Kindle Paperwhite is not working.,6
637325,Come on on my 3rd advisor because no one can understand me. Language barrier is horrendous and live chat isn’t working 😭,2
639431,leave my house to find my parcel (containing an electrical item) has been chucked over the fence in the rain. Great service 👌,12
639440,Added Rs 318 And then Rs 418 In Amazon pay balance The balance hasn't arrived yet,1
639470,Seriously? You guys still haven’t called or emailed me back about what your going to do about the $75 you stole from me,1
639474,"Why do i pay for Amazon prime, when 50% of things turn up late, no way will i be renewing my subsciption",1
639506,Not happy our order was due to arrive by 8pm this evening and what a surprise it hasn't arrived.,5
639573,What has happened to my order ?😡 No warning it wouldn’t arrive until after 8pm had passed! Not pleased at all... waited in until 8pm before going out for the parcel. Why do I pay extra for #Prime ?,5
639615,#amazonprime is a joke. Order is still not here and they can’t tell me when it’s gonna be here. Why pay for a membership when they can’t deliver on their promise. All they want to give me for my issues is a month of free prime.. #cancelingprime,11
639631,you need to straighten out your order cancellation process. This is ridiculous.,5
639633,I ordered two products back at the end of July and neither product arrived. I patiently waited an additional month as I knew it was coming from overseas. I tried contacting the seller and haven't received any reply. Can you help look into this for me?,7
641677,"hi, if I purchase something from someone’s wish list, is there a way to keep that secret from them? Want to keep it a surprise.",11
641698,Result of winner contest. Give me the list link,1
641711,is there problems with the website? I can’t process my order.,5
641748,OH NO !! Woke up this morning with my 6P stuck in an infinite reboot loop #Fail,1
641830,Once again your “Watch Now” button didn’t allow me to watch now. You *really* need to fix it! Or rename it. 👎,1
641908,"hi, how do I get my postage and packing refunded if the parcel is late and doesn't arrive on the day I paid for?",1
642609,this seems like more box than necessary for this small rolled up door mat,9
642674,we need to talk about Volumes. #wastedspace #nonfragilepackage V=l*w*h,1
643667,"Hey , Any Diwali gifts for me?",8
643690,Why is my number blocked from receiving calls,1
643694,What's wrong with your website? Can't access it.,1
643699,"worst service experience by you In Fatehpur , Uttar Pradesh items shipped by While shipped item rcvd.",12
643733,really needs to get their AMZL US drivers in check in SF/Bay Area. Constant late/missing deliveries! Unacceptable as a prime member,1
643760,"""Undeliverable due to unspecified reasons"" aftr 24hrs srchng fr rsn bhnd not delvrng, Amazon responded with ths.",1
643769,My friend ordered OnePlus 5 8GB version with 12 months EMI. According to the offer it was interest-free.,1
643818,"#KaroMilkeTayyari apne favourite brands pe badi deals paane ki. #AmazonGreatIndianFestival, 14th to 17th October.",1
643828,Customer Satisfaction isn't your main motto? I ordered for a Panasonic TV and I recieve a way cheaper BPL TV!,1
643861,"What's ? 1 month wasted, 10 hours call, 30 mails, 2 promises, hundreds of robots, no parcel. Ah and 1657.38$ gone. Thanks #Amazon",4
643865,1.Amazon services is very worst of all.Amzon does nt fulfill the comitment given to the customer.,1
644009,the search function for books seems to be down. Has anyone else reported this?,1
644084,received my parcel like this 2day.Looks like its already been opened &amp; in a poor state. #rubbishdelivery #goodjobitsnotbreakable,9
644717,I buy 1 year warranty period phone n now ur team ask 4 go to local shop n repair the phone even product is in warranty,7
644795,Wooooh! Space Odyssey. #feelingflexible with Lenovo Yoga #thinkwithlenovo @ #techday #ciscoindia,1
644804,"I ordered something from you and it's arrived damaged. I'm not sure who to contact, when I tried to leave a review with photos it wouldn't let me. U would like someone to contact me regarding this issue please",2
644841,Had pre-ordered the on the first day of sale a few months as one of my son Declans birthday present for tomorrow. It said was dispatched in Sunday and now this message. Looks like it's gone missing!! Cheers ...,9
644852,hello can I have a link for a live chat please I cannot find it on the site,1
644856,is #OnePlus5T available for all customers or only prime member on the sale on 24 November???,6
644883,Amazon Prime heads to Middle Earth.,1
646679,Please can you do something about your very wasteful packaging ? A huge box for some envelopes - really?!,1
646729,when will me scampi fries be getting dispatched? Should have been yesterday and still not been dispatched. I want fishy fingers. Cheers 😏👍,0
646734,Very disappointed that my parcel has arrived extremely dented. Items that can be damaged should be boxed not packaged in a wrap around cardboard sleeve.,1
646742,"Very disapointed with , item was damaged and advised parcel was stuffed through letterbox.",13
646749,"Crazy amount of packaging for one small, flat item 😤 #amazonpackagingnightmare",13
646766,Hello will you be sending tickets out for Paramore in January or will they be emailed? Thank you for the great service as always.,12
646768,Well I have to say well done to for this belter came home to a soggy parcel left and I quote “behind wheelie bin”,1
646773,Hi i have a major problem with your offline flex support please advise how I can escalade my problem,1
646780,how easy is it to repair or replace a screen on a Kindle Paper White?? My wife dropped hers going into labour and now has a bit of an ink bleed on the screen! Thanks!,6
646782,Hey I think it’s kinda bogus that your customer rep’s response to me asking if I could get a price adjustment on an order that arrived late and damaged and is now almost $80 cheaper less than two weeks later was to send the original cage back-,11
646784,DO NOT ORDER SHIT ONLINE I BOUGHT A PS4 OFF AND THIS IS WHAT THEY SENT ME #MindsetOverMuscles,5
648176,"I ordered ""brand new"" 100dolla running shoes off for them to be used... screw y'all n ur goofy prices",13
648407,what in the world is a balance withheld? #customerservice doesnt seem to know!,1
648441,"it’s gonna be a long holiday season for you guys... I ordered 2 brown turkey T-shirts for Thanksgiving... 1 medium, 1 large... the shirts I received are not brown, there isn’t a turkey on either shirt and they are both 3-XL 😒",11
648448,is it possible to block certain shows from my daughter’s fire tablet?,11
648458,"what does ""ships in 1-3 weeks"" actually mean? Do you have the item I want in stock or not? Items like this have given me issues",9
648464,Is this amount of packaging really necessary ? All of that paper for the white box #Packaging #WasteOfPaper,1
648484,been waiting tentatively for our brand new 49” TV to arrive and have opened it to see that it’s smashed! Not a happy customer!! 🙁 it said to keep the cover on until feet were attached so spent 15 mins putting feet on a broken TV 😩,13
648486,"my product Carvaan is late but i wanna gift to my mom before 25th nov, plz do something 🙏",7
648488,Do you have a policy against using external mailboxes?,1
648492,"I can no longer attend a gig I have tickets for next year, are there any restrictions in passing these on to family/friends?",1
648500,Is this the service that you are providing now? This is one of you contractors who signed up to deliver for you. I’ll be canceling my Prime if this is the case.,12
648509,"I ordered 3 products last week, 2 from one seller and 1 from another. The 1 has arrived but is still saying ‘dispatched’. The 2 have said arrived but haven’t. Because the 2 have ‘arrived’ I cannot contact the seller. What’s the next step?",11
649638,hi! I'm trying to cancel an order even before being processed but nobody is answering me :(,2
649683,umm what does this mean??,1
649686,#Amazon 4/4Try to buy elsewhere otherwise you could end up with disappointed children this Christmas.,1
649719,can you buy Prime as a gift in the UK yet? Thanks,4
649722,"Yikes, ’s telephone support is either great or absolutely terrible, and there is no inbetween (this is probably going to be a thread)",11
649724,can you please tell me which idiot put a Manchester United bag in a packaging of Liverpool... like seriously... I will be returning it and I hope for the correct one #idiot #Liverpoolfc,9
649726,"I have received a plastic gift card but have accidentally torn off part of my claim code, is there any way I can still use this with my serial number?",3
650080,My parcel is delayed till 12 Dec😭 Amazon...why?!,1
650096,I accidentally charged my grandmas card $108 because I forgot to cancel the amazon prime membership,3
650100,I am confused. reduced the prices of nescafe classic in retail stores but ur website is still selling at old rates which are more dan the reduced prices after gst rate cut. so shud I abandon u fr my daily needs n go to offline stores?,10
650103,What is use of prime membership when no support from yu regarding shipment updating and cancelling order...,5
650106,are returns through Royal Mail free?,1
650116,By the way (as I scream into the twitter void) even if you delete all of your credit card information from they can and will still charge you for stuff you didn't order. I'm about to go Erin Brokovich.,3
650121,Some clarity on the order which has not been completed since Sep 12!!! No clarity from #CustomerService either! #prepaid Whats wrong?! #retweet #share,5
651434,"hi, when buying Morrissey tickets in pre sale - do you get to choose where you’re sitting? Thank you",1
651489,You ruined my Halloween. #annoyedatamazonprime,1
651550,Shoutout to for correcting my problem,1
651683,is there a reason that what I ordered wasn’t even in an amazon box?,1
651690,when will this item be restocked?,13
651719,Hi i have some issues with Shadow Of War Gold edition,1
651728,hi I'm having trouble with my firestick? Home screen is not available etc I've restarted it to no success.,2
652090,"Ordered a book on Prime with overnight delivery to the Ottawa area, book tracking showed it arrived on Nov 16th, we are the 22nd and it still hasn't arrived. Your local transporter Intelcom is shit. I have tried to contact them to no avail. They show the parcel arrived",1
652115,Has anyone seen my house?!! Apparently and have lost it 😂😂 #ridiculous #nogifts,1
652137,I bought a recipe book on that is literally missing a page...like someone ripped it out. Grrrrr.,9
652144,When amazon leaves your parcel with your neighbour John at number 5... erm no... I’m at 5... who’s John 🙈🙈🙈🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️ where’s my stuff 😫,11
652147,Submitted my college to eligible list for Amazon Music for Students £6 for 6 months over a week ago. No response. Not added.,1
652184,wheres my amazon’s packagggg,11
652839,You should keep the basic Prime for 499 only. Charge more if people want more features like Music etc.. that you have in the US,9
654285,So the center supervisor at one of the #UPS locations has not called me regarding my order nor address any of my concerns with Needless to say you might not want to use for any holiday shipments,5
654314,"Order a packet of balloons from Amazon, you get a tough box, three reams of brown packaging paper and some goose feathers to pad it out But order a glass vase and it comes in a single ply plastic bag with a delivery note that says ""good fuckin' luck!"" Sort it out!",5
654356,I’ve been ripped off so much by I’ve been charged twice (£78 total) for a game. What is my life 🙃🙃🙃🙃,1
656072,"ordered some instax film, which leaked. Was at a wedding on a job, so had to throw it away. Would still like a replacement or a refund please. Please advise. Photos attached for you.",9
656078,Nice to see being sensible with their packaging again 😏,1
656090,I ordered an adidas sneaker and a roast chicken rack and this was what sent me... Persil?#whatintheworld #amzongoingcrazy #thisaintright #nocookingforthanksgivingthen #firsttimeexperiencing #crackedmeup #persil,1
656095,Alexa won’t sing me happy birthday although she suggests i ask her to when I say it’s my birthday...,11
656098,"I gotta say, im disappointed in and , i ordered a k55 rgb gaming keyboard with swedish key setup and i got sent a german(?) keyboard where the extra keys dont work, the anti-windows button dont work and i cant change colour on the keyboard...#myfirstcomputersetup",1
656111,"Amazon prime is a gigantic rip off eh? Not once has an order actually arrived when they've claimed it would, and this is in a major city, not out in the woods.",5
656136,what's happening here with Alexa?,1
656150,struggling to get hold of anyone please can you DM me? Thank you,1
656158,"So tell me , how can my parcel be in the wrong place and the right place at the same time? I pay for prime membership and you can't even send it to the right place.",1
656847,"if payment done by credit card, and order cancelled. how and when refund ????",3
657582,"I have been busy and UNABLE to answer all these calls, when I have answered I’ve been hung up on? What’s it for!?",11
657939,"If you’re parking like this, Mr Amazon Driver, then you’re parking it wrong. 🙄",9
657992,Gotta love it when sends you something with a) no returns slip and b) not gift wrapped like I selected 🤔👍🏾,9
659330,Is it possible to filter listings that have less than 50 reviews? I find that a ton of products have paid for people to leave 25-50 positive reviews.,1
659362,Love the service but your packaging get worse by the day: this large box for this single item is ridiculous!,12
659399,"Sick of things not working as they should. Set up a routine and at first it worked, now a lamp doesn’t turn on. I’ve tried deleting the routine etc but still nothing. Btw the lamp does turn on when using a separate voice command. What’s going on?",11
659405,"hey , why do you CONSTANTLY fail to notice there is something wrong with the phone model called Liquid Z360s? it KEEPS crashing right after i open it. i tried to report it at your site 4 times already and it's been one month. 😠",8
659446,Received empty box of one plus five . Dussehra enjoyed by Amazon team and they ruined my father's gift.,1
659939,Hey I can't log in on my phone because your captchas are completely indecipherable. I've failed 4 in a row now.,8
660012,"It seems you tried delivering twice but can able to reach. Amazon attempt to deliver 3 times,why not this done for this order.",5
660403,"How do you sell a photography book as e-book, in PDF?",1
660411,used a different address and going crazy over here,1
660430,my mom ordered Tupperware but it shipped without the lids....? What can we do,1
660948,"Frustrated w/ 5mo-old 8thGen device that won't stay charged, displays text weird. Tech support chat hasn't worked in hours, &amp; they say they'll phone in 1-minute, but it's been over a half hour.",1
661319,Well classy brunette will have to wait because my amazon order is late :(,5
661339,"Amazon WHAT THE ENTIRE FUCK. Not only is my book bent as all hell, it is ripped too! Wtf. I paid for a new book, not this bent up shit.",13
661427,Never experienced such #terribleservice from like this before..... SMH,9
661438,Shoutout to whoever stole the Chuck Berry record I ordered from from my doorstep the day before Thanksgiving.,1
661443,"It's cool , that cooking equipment I bought for Thanksgiving didn't need to come. Thanks for giving it to some random person.",4
661454,why won’t you let me order something that is backordered?,5
661458,"Can you please add to Alexa, to search sub-headings of wiki sections to get more granular information? For example, I ask what classes are in a game, it would look for the game's wiki page, look for a section called classes and read it? Would be great.",1
661490,delivers at impossible hours and gives me wrong access codes when I use Amazon lockers like. How am I supposed to order things from you. What's the point of using prime...?,9
662666,"Yo , what's up with your 2-step verification? Why must I have a second phone as backup?",1
662669,why can’t Alexa routines turn my Hue lights off? It can only turn them on or dim them.,1
662694,"Really, ? Tried 2 alert u that there are 100s of scam reviews on yr products that r misleading customers. You tell me my contribution doesn't comply with content guidelines &amp; contains offensive content &amp; threaten to take away my posting privileges. Do better!",10
662705,Get ya Stuff together 🤬🤬🤬 I been having this on the screen for the last month and I’m a prime member I ain’t even gonna be able to do Christmas shopping,1
662760,Someone not getting their Thanksgiving gift because #guaranteed doesn’t mean #guaranteed,0
662777,I'm trying to watch Splash for T.Hanksgiving and it will not stop buffering! We paid for HD and the quality is 360p at best and it freezes every few seconds,2
663744,I bot Mi redmi 4 recently. I hav notice 2day tht d camera ring has gone inside from 1 side &amp; creating problems while taking photos. It’s less than 24hr that the return window has closed. I wud hav call earlier if I would have noticed it earlier. Pls consider replacement,1
663766,When will you guys have #BlackFridayDeals on shoes?,1
663797,Love that finally has #SpeedRacer. Love this movie!! #WednesdayNightMovieNight,1
663820,it is now 9 PM and my same day order does not show shipped-any update,5
663826,#amazon bought an #ECHODOT and apparently set it up wrong. Have Prime &amp; downloaded both Alexa &amp; Prime music apps but won’t play music. What am I️ doing wrong &amp; how do I️ fix,1
665189,Really very disappointed by your service. Please look into the matter ASAP.,12
665191,resolve my problem I lost my amazon I'd and password..so now how can i refund my previous order..,5
665196,"when will enable drop-in for #AmazonTap ??!? It looked like the perfect speaker 4kids/seniors in patio, BUT no drop-in?",9
665208,Not even a single call regarding the issue made by you ! I had to do that manually. How amazing isn't it?! #AmazonIndia #Amazon,1
665365,Is there a way to track something that was purchased off my wish list?,1
665401,Never have I ever dealed with such bad service and lack of communication,12
665469,"Keep the air fresh around you! Up to 40% off on air purifiers, only on Amazon. Order now!",5
665556,I HAVE LOST MY 500 IN DATA PLAYING AMAZON CONTEST WON NOTHING I HAVE BEEN CHEATED BY AMAZON WILL FILE PIL.,1
665563,On home page u r saying to watch aftr clicking u r saying nt available.. it is already delayed after pilot.. #Prime,10
665694,pl solve pick up issue no one contacted me till yet,1
666134,when the live streaming of Raja the Great movie starts...,1
666147,"Hey , did something break?",8
666173,Seriously wtf.,1
666177,"Hi, - thanks for fulfilling my holiday sweet potato order with this fun find! Not gross at all... #HappyThanksgivingEve",4
666935,Why a Delhi packet is moving from Delhi to Sonipat and from Sonipat to Delhi?,1
666964,"Anybody there, ?",1
666973,Great! Order reached in city yet delayed. Pay &amp; wait for months with The worst service always. No consumer consideration. Go to hell Tired of this.,12
666988,I wish my radio had gotten here when my Amazon Prime told me it would. Looks like it gonna be a quiet Thanksgiving. Thanks #whatamIpayingfor,9
666996,"With smart health features like heart rate monitor, pedometer and sleep monitor, the Lenovo Activity Band is the ultimate fitness buddy to help you reach your future fitness goals in no time. Shop now exclusively on Amazon!",9
667015,"My building does not have a letterbox or a receptionist at 21:09, so translation, left on the floor outside building overnight.",1
667272,why ? your content is very poor. you should increase the content atleast,1
667690,"I ordered one +5t which was sppsd to deliver by 22 nov, IT DIDN'T. I hd to call amazon SEVERAL times to get an update. Escalated, no action. 1st agent was on off day ,2nd left amazon(dat 2 I cald agents to get update). No updates from you. PERKS OF BEING A PRIME MEMBER.",1
667698,expires 11/25 .... promotion has ended... your math is off.,1
667701,Sonic cleansing meets sonic blending. Shop this Mia 2 + Sonic Foundation Brush set now available on :,1
667745,Sir please allow transferring of gift cards from one amazon site to another like to amazon.in.Suppose an Indian gets a reward of some dollar gift card on he cant buy anything becoz shipping cost + price of item &gt; reward,3
668449,. logistics is the WORST!!!! 😒,1
668490,the captcha auth in amazon login sucks. Unable to decipher what is shown!,1
668493,Payment Pending: We could not deliver Inkovy Men's Full Sleeves Hoodi... as payment was not done. Re-attempt: End of next working day. tell me one thing if I hv opted for COD then I will only pay when I get the product,7
668506,Hey when is season 3 coming? Any date?,14
668514,why can’t I purchase any of The Big Bang Theory seasons from my iPhone or iPad?,1
668516,Hey did you guys forget where #Maine is on the map or are you that busy that my shipment has been delayed 3 times.,8
668557,/ What’s the deal with Battlefront II beta codes? I still haven’t gotten mine and the support reps are less than helpful.,11
669135,You people cheated me,1
669154,you need to put an end to these phony adds your company is using to hijack emails twitter or Facebook claiming congratulations you won something. Irritating fraud and I thought your company was above all the phony adds,1
669171,Hey. When are we getting the season 3 of Mr. Robot? We need it ASAP!!!!,14
669185,"are these the same 2 sellers? One has rating, other doesn't.",1
669225,How can I find upcoming or current Black Friday tv deals?,1
669724,"Hi ,Any 4K UHD HDR or 4K UHD content is available in Indian prime video site??",6
669729,purchased pest control machine see the result,1
669738,#onlineshopping #Horrible #PMOIndia,1
669740,Than other e-commerce websites are far better.,1
669765,"Well, you guys probably didn't bother to read my dm to you, so hopefully you don't ignore this tweet. I'm trying to watch the show ""Full Metal Alchemist"" on Prime but I can't play ep 1, all other shows work fine. Please assist, I wanna continue the series.",2
670428,DEAR I DID'T RECEIVE MY ORDER YET. THE COURIER AGENT AT SURAT NOT GOOD.,5
670430,#Happinessss is pre-ordering the new novel of ur Favouriteeee Authorrr ✌🏻😘😘🤗🤗 Alwys love readng his novelsss!!! uufff✌🏻👍🏻🤞🏻 eagrly waitng fr delivry #theboywithabrokenheart #durjoydatta,13
670451,Thank you I am extremely grateful to your team for delivering the product earlier than expected :),7
671265,I’m tired of you guys not picking up your old fresh boxes when you drop new ones off,13
671269,How SOON can we expect Amazon Prime Music? :D,1
671273,wen will u add punjabi movies to prime videos ???,10
671275,Somehow didn’t process my order so no thanksgiving for me tomorrow. I was so looking forward to beer can chicken and stuffing,5
671286,Gotta love the no show the day before thanksgiving,1
671289,Uhhhh why is this turkey half frozen? I ordered a fresh turkey,1
671594,"any updates being pushed to the fire stick now? Mine is optimising system storage and applications for the past half an hour, while there's a line on the screen that says it should take only 10!",1
671606,what is your complaints procedure?,1
671608,"2 months after buying some zero's, left ear piece not working! any way i can get an exchange? (bought from amazon)",2
671610,", there's no need for over-sized envelopes for an item that would fit in a mailbox otherwise. Besides, would have saved me a trip to the post office...",13
671627,Not yet solved Amazon very frustrating using Amazon,1
671643,- your support chat says there is no way to purchase kindle books from mobile?! What???!! I use mobile 95% of time I travel extensively I want to buy kindle books I can’t. PLEASE FIX THIS HUGE OVERSIGHT!!! you are losing real customer dollars when will this be fixed?????,6
671671,The Mr Robot spoilers are everywhere oh my gosh get me AMAZON PRIME NOW,14
671703,I have to say this #amazonprimevideo has the horrible search feature I have ever come across. And the worst part is there is no filtering by any kind!,1
671722,"Hi Team, I revised payment of 550/- from my IOB (Indian Overseas Bank) last night. 550/- deducted from my IOB, still not showing in my Amazon pay balance!! Plz check the attached screenshot. There are 2 items in my cart need to buy thru Amazon pay.",1
671738,why i cant order the fire tv stick basic edition to australia ?,5
671749,: Amazon being an international brand are irresponsible for there customers.. I have ordered an product which have been damaged twice and the agents have no sympathy and ampythy,7
671765,Hey its great that you take back and recycle cartons. why cant you do the same. Especially when you send stuff packed like this.,9
671777,why do I pay for prime if it’s optional for amazon to deliver. You guys are horrible #fail #amazonsucks #customerservicefail,11
671790,my Alexa is not working,2
673099,This #MovieMonday we recommend streaming on,1
673105,hi. Trying to order Barbie Camper Van at new reduced price. Being told it’s no longer available. Please see screenshots. Grateful for clarification.,11
673120,why is Evil Within 2 gone on PS4 but still live for Xbox games?,1
673133,"As you may have gathered, it’s #AngryOClock. GO! GO! GO!",11
673145,"hello, I have worked for Amazon flex a while now picking up 20 plus hours a week. All of a sudden I’m not seeing any blocks. I know they are available as a friend can see them. Can you tell me why?",1
673151,how do I call the fulfillment-center I work at? I have a flat and can’t get to work!,1
673168,"how is it an item I ordered weeks ago won't arrive until Saturday, buy if I was to order it again, you're saying it can arrive for Friday.",13
