conversation_id,clean_text,cluster
347355,"Srsly, , your system deleted five of my VIne book reviews sometime in the recent past, despite them obviously being legitimate? What gives with the new algorithm?",0
347364,"I know y'all A/B test like bosses, but please tell me some test didn't tell you to NOT put the release date near the preorder button",0
347367,"Amazon Prime: ""Order within this timeframe for guaranteed two-day shipping"" Also Prime: ""Aye bruh your shit's delayed a day or two""",8
347369,"My order says it's delivered, but I can't locate it. The tracking says back porch - but my porch is gated?",24
347382,Please stop using ATS for courier the parcels . They don't deliver on time and update false comment like unable to contact etc.,11
347388,Never requested for delay. Complained to customer care 2 days back.Still the same issue. Poor customer service,19
347471,It would be nice if warned you about custom charges before you order something 😬,0
347479,"Hi I still didn't receive my below order, request you to please look into it... Order no: 404-1723987-5697113",21
347483,"my Case ID4000785252 i seller in india, plz check my cause and call +91 9016876311",21
347487,Why should Prime members pay for delivery of Pantry products ? Change of company policy due to achieving the target numbers ?,2
347497,Since oct 3 I've placed return request. Yet there is no pick up. What wrong with you guys and your courier service,20
347499,.....worst customer service provided. Switching to another online web platform right now.,6
347501,eagerly waiting for all. 😊😊,9
347509,I can't email via the app anymore why is that?,13
347515,Amazon duped me of 40k. Sent me cheap chinese fones twice instd of prepaid 1plus5.i retrnd thm. But wher is my refund of 40k? Its bn a month,0
347587,"I tried to provide a purchased product review, but the review was not permitted because I used ""bags"".",0
347589,got a message that my order was shipped yesterday. This morning I get a refund of the purchase amount on my card. Confused!!,16
347595,is this how you deliver your Prime Orders ??,23
347599,my order was supposed to ship on friday today is sunday sill nothing. My account wont even login :(,10
347603,Got my 8GB #OnePlus5 for just 28K thanks to &amp; 's debit card :) PS- I love the device.,16
347748,can't DM you? Need help,15
347751,got delivery on 5th still no installation done &amp; got a call for installation in Pune but I bought a product in Navi Mumbai 😂😂🙄🤔😏,16
347754,Sir my refund is pending about 7 month and they said that your account was on hold therefore your refund is pending pls help me..!,3
347757,Why do prime users still have to pay the shipping charges charged by the seller(not shipping charges by Amazon)?,0
347760,Very disappointed with i have returned my package 20 days back and I haven't received replacement for that.,5
347763,Guys on the name of Grt INDIAN Festivl u r doing whtvr u wnt to do?Prodct name Kult Gladiator but image is of Nokia1/2,0
347767,is this how you deliver a brand new book? #disappointed,0
347781,AMAZON IS A CHEAT AND UNETHICAL COMPANY,0
347788,The Echo devices you are shipping October end in India are 2017 recently launched refreshed version Echos?,18
347790,"very poor customer handling and service delivery from your side. Ordered 1 shoe rack from your site, paid upfront 1 of 3",6
347795,Incredible that is not allowing this feedback. Only allow positive feedback ?,0
347802,Does anyone else have a damn Alexa that just chunters when you haven't asked anything? I can't listen to THAT &amp; ROS now.,1
347805,#prime #onedaydelivery #sham. Tracking updated as delivered but no sign of it. Whats going on!,24
347901,"I placed order for Redmi 4, but mins after it, it was cancelled automatically. order no is 402-9300257-9709134 want to know reason",21
347903,"Hi I placed an order for Redmi note 2 just a while ago, but minutes after it. The order was cancelled automatically. Why is this",1
347910,is there any way your customer service can call me?,6
347913,why can't u fix this app problem? Works 10% of time if lucky. Spoke 2 CS helpcntre. Did as they said. Back to square 1,13
347927,1/2 I have orderd a product of 16000 rupees through amazon pay. The cashback should be added within 5 day as ur t&amp;c but ur...,21
347934,"There's a bug in your site., Price in the lightning deal is not reflecting in the check out page.",0
347937,A quiz for you. How long does it take to cover 1 KM? Do let me know cos I am waiting for a revert post your answer.,9
347944,. How will the warranty be considered by Amazon if purchase frm u...as many kindle develop issue later plz advise,0
347949,Return scheduled. No. One calls.. Just comes home without informing... And now only msgs r coming. Where is the guy??,20
348030,"I ordered albums weeks ago, and i got an email saying that the albums won't be delivered because they were lost. wtf",14
348037,When did #Amazon customer service become so poor. Prime membership waste of money delyed packages false promises #badservice,6
348045,Send us a screenshot of the deal that makes you smile. Last day of the #AmazonGreatIndianFestival.,0
348059,Cannot access site. Dont tell me prblm wid intrnet or brwser as it sumtyms (5%) wrking. U r loosing ur business if not fixed.,0
348068,", Why are the episodes unavailable?",0
348076,"Why, oh why is the Fire stick remote so small? Can we have a paging feature, please!!!",0
348078,I was sent cheap chinese fones twice instd of prepaid 1plus5.i retrnd thm. But wher is my refund of 40k? Its bn a month,0
348084,Look at how is treatng Prime customrs.gt a cheap fone instd of 1plus5..not 1ce but 2ce.. retrnd bth but whrs my 40k?,0
348150,"Worst courier services in the market amazon transportation services, please contact seller,ask for other services other than ATS.",0
348161,"Dear The dead mobile has been returned, delivered to you on 1st Oct, Assured refund multiple times, but no response actually.",24
348165,Highly disappointed with Ordered a product on 5thOct-Oneday delivery-ToBedelivered on 6th❌-On7th❌-Calledon8th - can't even assure😠,2
348170,i hate your pick up service plz give solution +91 9016876311 my email __email__,14
348173,when are you planning to bring EPL on your platform.,0
348176,"By mistake I clicked on cancel button , but I need this plz help",15
348179,shitty service from amazon. Cancelled order twice &amp; stupid reason. Order#404-9941761-3189121,21
348218,Amazon proved 3rd time in a row that they are not trust worthy..money taken no product delivery and no response,17
348222,"sir, I had requested for returning my defective product 6 oct 2017 but untill now no any action has been taken. Pls take care.",21
348231,"Unable to topup pay balance. Sent mail to cs, called. Still not working.",0
348238,"ORDER # 408-0387500-3836361 never delivered and showen as delievered directly in the hands of the customer, whats happening?",21
348240,Need some sort of action on this. Are these calls recorded? Can you please look into this ASAP?,0
348339,i bought an IFB Microwave oven from Amazon.in and i am getting pathetic service from both Amazon and IFB,6
348342,Is this how your offers work? By cancelling prepaid orders and asking for us to re-order? #AmazonIN #AmazonGreatIndianFestival,23
348352,ordered item on Thurs for prime delivery Fri. Still not here. No notification that it would be late either. Still pending. Help.,15
348361,when will Amazon prime video support Please bring it fast,0
348367,I have not got credit card cash back on many transaction done in last 6 months,16
348370,I was charged 16$ for amazon fresh which I didn't sign up for! FRAUD ALERT 🚨,0
348373,Haven't received my order. Courier guys update wrong status - liars! No reply from customer service. #amazonsucks #?,6
348383,"nt rfnding amnt. one rply plz wt 4 nxt 24 hrs, aftr this same reply. my 6000 rs stuck in amazon pay balnc.",0
348391,confusion in return request placed on 6th Oct. It is already picked up on 7th. Now rcvd sms regarding ret req of another item.,20
348395,Your executive just disconnected my phone while I wss speaking as he couldn't give me assurance about delivery of my product.,1
348398,you don't deliver my order in time....and when I try 2 call cust. service I get this,11
348404,Please look into the matter seriously. Order is cancelled two times mentioning the same reason.,0
348494,I bought a new phone through amazon. You have sent me an used one and its a clear case of cheating. I Want refund not replacement,0
348498,"terrible service, my girlfriend ordered a book, was supposed to reach September 26th. No news except courier details shared.",0
348508,"No No I am sorry sir, bcoz i believed amazon providing good services. But v all knw what is going on in ur company services.",0
348510,what kind of tracking system you got where there is no certainty about the order status and it's arrival.,16
348529,"Hello. My finger slipped and touched the answer to the question, ""Was this review helpful to you?""",0
348532,U R updating false things on tracking sys. I haven't received prdt bt sys says delivered &amp; signed by me.,24
348536,"awful service, bluff,fraud, shows price of item as Rs11700 whose actual MRP is RS3995. Totally unbelievable and discussing.",0
348541,playing hide and seek. take a order and reject the order.,21
348551,Really disappointed with amazon chat agent. Closed my chat even when i was online. This was not expected from Amazon. 😞,0
348557,"You're an awesome site, but your customer services is the WORST. Always horrible. Shockingly horrible. #FixIt",0
348625,I want to buy mobile if I feel not satisfied this product so can i return ? So I will get money back,20
348629,odrd product with 2day delivery paying 80rs.item nt dlvrd and had 2 reschedule fr tmrw as 2day is holiday.So getting late by 2 day,2
348633,why no Kannada movies and TV shows in prime.what is the use for Karnataka people using prime.This is serious,0
348643,"I really hope doesn't fail to send my package again, had to cancel, reorder a week later than I was told it'd arrive #ShadowOfWar",22
348645,I have not yet received my product but updated it as delivered #poorservice #Irresponsible,24
348649,Why is your delivery route so long? I live in Stirling and you send parcels from West of Glasgow to Edinburgh to Dundee.,2
348657,my order of 4 items i hd rcvd 3 10 days ago still one missing Order #406-3971997-7415546,21
348746,got the invite ; planning to guy the bot; quick question- I already have prime membership; will it extend,16
348749,"Hi, we haven't received the Motorola G5s Plus phone but it show delivered last night at 11:31 pm",24
348755,"Alright, now this is becoming a very annoying habit. I have not received this item and yet the status says delivered.",24
348757,What I ordered and What is delivered.Good going This is why Mum doesn’t rely on online shopping.Thanks for proving her right,24
348772,Always Cheat Customer If I booked any product Firstly Cancel My product It's 6th Time,4
348776,i want to cancel Order #171-3584174-6486758,21
348782,"new strategy by AmazonIN if you are not satisfied take your money and get lost.what about our time, emotion, need, feelings.",17
348784,"Bought a detergent yesterday, received open &amp; torn packaging with detergent spilled all over the packaging.",0
348787,Thank you for delivering law books in time Your services are amazing !!,4
348791,still waiting for my order 48 hours late than expected delivery. Wonderful.,9
348813,I can believe the appalling service I have received from you today after my card was used fraudulently on Amazon!,10
348936,"#KaroMilkeTayyari to guess the phones in this GIF and stand a chance to win an iPhone 7. So, guess game on? #AmazonGreatIndianFestival",0
348951,some fraud is also going in Our country also..I heard. ALLOW DM,0
348954,"for some reason their unsubscribe option doesn’t seem to work. Upon requesting on phone, email or app I still get the product delivered every 2 months 🙄😡😡",13
348959,15% Cashback not received on Order No.406-5005773-5795543. Instead got less refund on return of this order.,21
348963,order 408-0591763-9379520 refund rqstd. on 21st Sept. today is 8th Oct.. product was collected after 1 mnth when a rev pickup scd.,21
348967,Biggest discount lightning deal on save you Rs.1 🤔🤔🤔🤔😝😝😝😝 Lightning deals are becoming jokes 🤡😎😀😁😉😊😋🤗🤗,0
348972,"why is it that I pay a lot of money for Prime so that I can receive items the next day, wait all day, no item? Instead 3 day wait?",12
349111,Can I get some help? I was just charged a second time for an order I've already been charged for. Order# 114-1869061-1133048,4
349113,"Every time I order frm my,It gets 2 other area of Mumbai sends it to other location and the delivery guy puts attempt delivery.",2
349127,Annoyed I can’t get the Star Date skill on my . US only maybe?,0
349131,Abused by the delivery person(+91-8777520421),2
349135,why hasn't give me my refund lmaoooooo,0
349141,Amazon sale is very pathetic and fully dependable on their courier services. They even don't have final solution for their customers.,11
349233,broght falls itm frm ur site i want retrn bt custmer care nt grantng me4 retrn n i hv10 day retrn policy please hlp no 9560874566,0
349236,"Dear , I have been charged thrice for the same order.. can you check if my order has been processed successfully?",21
349246,#KaroMilkeTayyari to buy the best of style. Get great deals on clothing at the #LastDayOfAmazonGreatIndianFestival Hurry!,0
349257,As I purchased a product from Amazon on 6th of Oct. While purchasing they said item will be delivered with in 3-5 business days.,5
349368,"I haven't cancelled the my order6, how it got cancelled automatically. Also I have paid the price for the order.",16
349370,I place 2 order 4__credit_card__ &amp; 4__credit_card__ I select wrong delivery address by mistake. Fix it,2
349375,All talk of Amazon great service is nonsense. They are terrible. No call still &amp; this to a prime customer. #AmazonSucks,6
349379,Your guys mark item delivered in morning and then deliver it to us in the late evening. I expect better from you 😐,24
349384,Firstly you send faulty product &amp; then you reschedule pick from my place without informing date &amp; time Provide Refund ASAP,4
349389,"ordered same item 4x still nothing. Ages on phone again, Prime cancelled by you &amp; will only reinstate if I pay again!! Not happy",0
349400,why won't my books ship .,0
349404,I can’t wait till the book I ordered comes in,0
349407,"ordered a game last Tuesday &amp; it still hasnt arrived, its been delayed until the 11th without an explaination. Do you know why?",0
349412,How many times do i need to complain??since aug my issue is unresolved..,0
349451,by mistake I cancel my order can u pls revert back and delivered to me asap.,24
349453,"Hi , my order id is 406-5211780-7866716, it is in hub from last 36 hours &amp; on hold, can u contact them and make it deliver ?",21
349594,"Order 5568 not received timely even extra charged for that, wrong Massage forwarded'Held for payment even nobody came to deliver.",21
349597,405-9422107-5725951 i didnt get my order yet..no one came for delivery..and my number has been blocked.,21
349615,why ur service falls so much? no changes in delivery status even after 30 hours! Still waiting for the delivery,9
349619,Excited to see what the Indian version of Alexa has to offer 😎. can it make chai? #Alexa #indiatech #AmazonEcho,0
349624,Tf I paid for 2 day shipping it's now day 3 and finna be Day 4 on Monday bc no god dam mail on Sunday - there's a reason I paid xtra,8
349628,Never usually have a problem with deliveries but still waiting for my Guaranteed same day delivery due Friday. Son very upset.,12
349632,"Don't you think that you are making customers fool...by calling it ""APNI DUKAAN""...!!",11
349643,"Not able to login ""Amazon.in"" since week as, URL not opening Amazon page.Looking for immediate assistance.#1/1",0
349728,worst service by ur team placed an order twice bt its cancelled without informing me n no reason is being given 4 d same,0
349732,My nephew’s birthday party is today. I still don’t have his present should have delivered it on Thursday.,10
349735,Where is my parcel ??? 🙄 First email was sent on THURSDAY.,14
349743,Erm I messaged more than a month ago saying I haven't received any item &amp; still haven't received a refund...ebay is so much quicker!,0
349752,Is it wise to have prime membership in ?,0
349759,i pre ordered wwe 2k18 deluxe which has a 3 day early access but it still says delivery for friday. Why?,2
349765,"#KaroMilkeTayyari to get awesome deals on shoes at the #LastDayOfAmazonGreatIndianFestival . Hurry, they’re flying off the shelves.",0
349777,i ordered an item and got a different one. I want to send it back to you. Can I send it from other country to you in the US?,16
349780,Can u please help me in closing an Amazon account associated with my mobile number?,3
349897,"Thanks for the assistance and speedy resolution with my order, didn’t have to jump through hoops 👌🏽",0
349900,"disgraceful. Sent defective item. Phoned 3 times, hung up on twice and told Amazon don't know nothing about this go to maunfacturer.",11
349906,in two installments however still waiting for refund of courier charges... Best Regards,9
349910,"Hi, I've read that I can d'load a selection of free content from A'zon Audible as a Prime member, but can't see how on the app?",13
349922,It is literally easier to swim to Somalia than return anything from,20
349974,mentioned tht I don't intend to use Amazon anymore.Hence need amnt in my bank account not in paybalance #amazonindia,3
349976,your return pickup has been delayed. When can I expect someone to pick it up? Order: 171-3098591-0132320,20
349985,I'm not too sure but I don't think that my bottom/basement of the case sides are supposed to be bent like this.,11
349991,Did you stop your voice service through customer care service number 1800 3000 9009 ??? 🙄🤔😬,19
349994,Suggest to call out potential issues at checkout for third party sellers. This will help in minimising issues Best Regards,15
350091,again disappointed by the seller of amazon. Delviering wrong product in d name of other product,0
350095,I had ordered a product which is not yet delivered and customer care said that would refund.I didn't order to get refund.,19
350097,don't know how many follow ups would be enough to get my product delivered to me. Very pathetic delivery service #bad #experience,11
350105,very unhappy services provided promised something &amp; doing something very unhappy with this,0
350113,Why would you guys block my number for the call back service when I have been a regular customer since years now?,6
350116,"unable to place order; getting error many times. product shows available, when I book, in the next page it shows unavailable.",0
350121,"poor response, I've asked for a return immediately after receiving the oder it's been 20 days and haven't received any response.",20
350124,"hi guys, don't you make DTH recharges? when will this be available?",11
350131,The Guess the phones contest is closed. Thanks for participating. We'll announce the winners soon! #KaroMilkeTayyari,0
350140,Pammi Aunty's here to answer all your Diwali shopping related questions. Use #DiwaliKiTayyariWithPammiAunty and ask away.,0
350145,"Placed order # 408-2659127-7765101 for adding money in pay balance, 45 mins later money not added in pay balance",17
350254,how long does it take to dispatch an order? Bought a pen set (import from US) on 3rd October n still no updates.,0
350259,i place 2 Order # 406-0047227-2461909 &amp; 406-9046171-0664359. I select wrong delivery address by mistake. Plz update my address,21
350262,"need rethink its online sale service quality: order 3rd oct, 7 still not expedited, 8 order disappeared coz cancelled by amazon.",0
350266,Why am i blocked.. My 3 products not delivered..,24
350270,It's time that gift cards came with a qr scan. It's such a pain to add on iOS. #feedback,4
350272,Tempted to buy Amazon Echo. Thank you for the invite only mode.. You have given me time to think😛,18
350276,Can you help with my wife’s Karwachauth Gift. It’s required today but the estimated delivery date is tomorrow.,2
350287,"Hi got some credit on buying bournvita, but code is not working plz help.",15
350289,WORST CUSTOMER SERVICE AMAZON INDIA Order #171-7608331-2267505 not able to solve the problem in spite of repeated requests.,6
350295,humare ghar ki dukaan ne hi humhe lutana shuru kar diya . Hopeless and pathetic response and service from amazon,0
350320,#iPhone8Plus says no cost emi on front page while checking out it still says we are charged 4 emi. #fixit,0
350327,Why there's no transparent return policy when my indian e-commerce is having a better return policy than u!Don't cheat😢,20
350331,I purchased a Bosch washing machine on 20th Sep and got delivered on 26th Sep. But installation not yet done.,16
350355,If you guys don't have stock then don't accept the order why u allaking fool of all. Still no updates of order.,11
350479,cant call you guys. Need to talk abt order which i am trying to place. Callback on 800040228,21
350484,Hey they say my orders are undeliverable and sent them back.I've already paid.when I'll get my money back?,23
350488,when's Tom Clancy's Jack Ryan set to debut?,0
350490,Tying to order Moto G5S plus with cost emi using axis bank credit card. But its adding the interest!! Help?,15
350493,selling Echo devices without Alexa app for India.. how am I to use it at all!? Where is Alexa?,18
350498,Strange my product review denied not sure why. this is what I am experiencing and would like others to know know..,0
350500,Amazon delivered used monitor scratches/broken seals!407-4263609-8713959. Amazing prime exp! #AmazonGreatIndianFestival #AmazonIndia #Amazon,21
350504,after reporting copyrightinfringement you repeatedly say you removed the page. But its still there!! :,0
350566,Cannot believe what had happened to your logistics network. 4 out of 5 purchases needed intervention before delivery.,2
350569,this is #amazonKiLoot,0
350572,hw are u selling a device which is priced @ 1999 on the manufacturers website @ 150% of the MRP?,21
350575,I ordered replacement of a torn book sent by amazon. No pickup attempt is still made. Replacement Order : 408-9117357-7990747,21
350585,When did you start using DPD? I pay for Amazon prime so that I can get my delivery the next day but they're crap,2
350590,If i buy prime membership from my existing account and pay by Pay Balance... Will i be eligible for the 20% Load Money offer..?,17
350593,I am having issues in purchasing the one plus 5 in exchange off Karbon titanium S5 but the app &amp; website is giving error since Sept,13
350596,please resolve this issue can't add the lightning deal product in my cart,0
350601,How enjoy contest. 1. Keeps contest. 2. Curator activates account after 1 year to play contest. 3. Same answer patterns.,3
350603,how could u cancel ky order without my permission.. 😤,0
350605,Amazon delivery guy just threw my post at me 😐 ta fam,1
350607,are you having problems with the apps.Only sky news loads.All the others I use won’t load.Have factory reset but still no joy,0
350609,"Ordered iPhone7 15 days ago.Shows delivered but I haven't received. 2 rounds of ""investigation"" and still no update.Pathetic!",5
350614,sad to see India Amazon no longer has a book sale amongst all its other sales ...death of the world's largest bookstore !!,18
350620,"Echo/Music Unlimited and Prime Video APP (PS4) is not working since yesterday, any ideas when the issues will be fixed? Thanks",13
350623,i have made atleast 20 calls to the Amazon customer care to get refund for a poor product and got refund in two Best Regards,19
350625,"amazon pay is a bad option for purchasing, I can't back my money in my bank account from Amazon pay.",17
350628,"Hey , Unable to place order for Samsung GalaxyJ7 prime Gold16GB. Getting Empty cart after Clicking on checkout/Buy now.Pl Chk it",0
350642,Pathetic service by Amazon and Tata Docomo. Amazon prime and amazon not working for last one month. No resolution #AmazonIndia #tatadocomo,0
350648,"To all the fellow idiots from social media team that is making a fool of customer. Mr. SID, PS, Adnan, Shanmuk n etc.",0
350661,"Hey ,where's my #Journal3SpecialEdition?I ordered it in August &amp; paid 163.98$ &amp; it hasn't come yet!",0
350663,Thanks for what may be the best protected two packs if quavers 'ever' !!!!!!!,0
350750,"ATS in Hari Nagar, Delhi sucks big time. Most of the time they update a wrong status blaming customer for their failure.",4
350756,Why do never listen when I ask them to leave my package in our front garden if we're not in?! Stop disturbing the neighbours! 😩,22
350767,what's the best way to contact AmazonUK about the below?,0
350770,Nobody came to deliver the package. Here is wat the status say. Wat action is required from our end?,22
350774,Fake Offers ...cancelling orders.....poor support..Check order Order171-8002716-6517137,23
350778,Home page it shows 749 but on opening link it's 2000+,21
350782,worst services from your company and concerned department,0
350784,Dishonest delivery setup. Worst cust care. Order no 404-1061350-8629132 against canceled order at high price &amp; late delivery.,21
350787,what is happening on order 171-0360384-4991563 marked as delivered but not recd is it cheating?,21
350789,why is a cloudtail sold bag not eligible for return? Please resolve! thanks,20
350792,return all item but didn't receive 1item how its possible its just cheating with me,20
350794,...There is no rpy or any response from Amazon....From lat 7 days,5
350800,"Hey since your customer care is worst as usual, can you help me with my order which isn’t deliver yet!?",19
350802,I had received the invitation to buy the Amazon Echo I am ready to buy this.Thanks Amazon for such a cool.,18
350952,won't let me post a review of the hat I never received..,0
350958,ANOOP was being rude to me for no reason. He raised his voice and when I asked him the reason he disconnected the call.,0
350961,"So Prime 1-day delivery means ""let's just say delivered &amp; leave it somewhere?"" Wronged employees = shit service, after all",12
350964,"purchased these powerline adapters from you in 2015, lucky our house hasn't gone on fire.",21
350969,My neighbors parcel has been sat in my hall for a week now they haven’t been for it and are not answering their door. Any advice,0
350971,send me the best presents.,0
350973,Shoutout to the person who delivered my package and just threw it in the porch &amp; ran off. 👌,22
350982,why does using multiroom disconnect my echoes from the Bluetooth devices?,0
350999,"Pls refer Amazon.in order number: 408-8121690-7261949, delivery is delayed by 5 day and on. Still I am not getting clear status.",21
351003,ordered redmi note 4 5 days ago from prime still not delivered #worst #service #prime #fraud,5
351005,No luck yet with my delivery.... #amazonprime is a waste of money....,17
351011,i have ordered INSTANT mix khaman Dhokla.With that i got the bill of Dry iron of someone else. I didn't get bill of my order????,16
351018,...Mene 30 Sept se phone pick up ke liye request bhej di hai ..Pr apki or se koi rpy nahi a raha ..Sivay ke wait kro.....,0
351021,. Can you offer Prime Now in English in Germany or allow me to order from Prime Now online where Chrome can translate? Thx ❤️,0
351023,fast delivery ordered last nite and it arrived in less then 12hrs keep up the good work and offers,2
351098,sent wrong product and on asking for replacement refused to provide that.,0
351124,406-2945792-2405156 order shows as delivered but it was not delivered to me or my security guard. plz look into it,24
351141,Ordered a product on 24th Sept &amp; gonna get delivered on 11th Oct I want it any how by 10th Oct. Ask the seller to deliver asap.,24
351143,Subscribed to Amazon Prime with an effective price of 200 bucks. Awesome deal. Thanks,0
351145,"if you wish to not to deliver my products, no worries. Pls give my money back🙏🏽 #amazonworst",17
351148,What is this man?? Ordered a product and sending fake product!! Not done and not expected 😡😡😠😠😠,0
351156,"-O level of consumer satisfaction , fooling people in refund of money. consmer id - __email__ mob- 8130537908,8173902228",21
351164,account says parcel has been delivered but it hasn't......,24
351169,F**K You Amazon &amp; Your Fake Services😡,0
351304,reduce the price of iphone 6 32gb rs 20999 for 5 munuts i really want to buy,0
351310,"Another Sunday playing Chicken with the Amazon logistics driver. I need to go out and get milk, but I need to wait for my parcel.",0
351326,I went crazy for a moment when I saw the price and image😜 but then I saw the name😂 LOL,0
351332,Ending my #amazonprime membership because I will anyway receive my product in 6 days despite being so-called PRIME.,5
351431,Really seen worst tracking system and no support from customer care #AramexIndia,19
351437,I am not getting any support from the Amazon customer service are letting me down even after been a regular customer off them,6
351440,Order # 408-2638076-8341900 was cancelled on 26th sep but my refund is still not initiated. Please work asap. Reg No- 8777602446,21
351443,Received a faulty product n requested for return. 10 days still pick is not done. it keeps on re-scheduling everyday. #PoorService,20
351449,yes I shared all my details.,0
351451,worst and pathetic online shopping portal I have ever see chat team just not helping and disconnect,1
351457,Ac is on hold. Not able to buy anything. Please do needful 2 resolve de issue asap. Registered mobile no. 9870413961,0
351461,"please help, I'm a prime member but cannot work out how I purchase this fire tablet at £79.99????",15
351468,"my order no.171-1825129-2048302 , I called like 15times to request if the package could be delivered today and not on 9th as given",21
351471,"My reviews are not published because I mentioned the issue with delivery,why would you not want your customers know the issues?",2
351478,Absolutely #unhappy n #disappointed with amazon india's return policy. Partial refund for returned items! #onlineshopping #Amazon,20
351488,- Ordered item auto cancelled without any prior info. Disgusting experience with Amazon shopping this time. Thumbs down!,4
351649,is there delivery on Monday October 9?,2
351652,"ordered HD from , order cancelled and price increased by 2K. good game , poor explanation by Customer care.😒😒😒",19
351657,"*Cough* I was not, and I am not now, in the blue bin.",0
351661,AGAIN not left in my safe place!! I’m getting really frustrated with this!!,0
351663,I am really fed up with kind of delivery service.They guys are asking me to come at certain place to collect the package,2
351666,"I don't want my order anymore, don't want a replacement too. Please refund my money and everything would be fine... pleeease",11
351681,"is your customer service team blind or extremely ignorant? ""Sorry, Nicole, I can't guarantee your order will come today"". ?????",6
351684,Why TF does it not give me a giant BUY NOW button when I get to the end of a Kindle sample on the iPhone app?!,13
351690,"I was told I would be contacted within 2-4 business days about an issue with a preorder last week, why hasn’t this happened?",5
351695,"I beg you, , spell check! Dr. Scholls Women's Laser Pee Toe Black Leather Pumps -... #Amazon",0
351698,I am waiting since 7am for ur delivery guy to pick the return. Can u Plz check where he disappeared,20
351703,Wanted to applause the services.Recieved an empty box and refund process was processed in seconds now waiting for refund in acc.,9
351705,"Unethical delivery setup. Worst cust care. Order no 404-1061350-8629132 against canceled order at high cost, late delivery.",21
351787,"Product good but delivery bad. Should this not be in the review? Where You don't do the delivery, people need to know.",11
351791,I order my items via prime to arrive the next day only to be told it's all been sent to wrong depots. Trash.,0
351798,Received a Ceiling fan in Delivery from Amazon today against a Doll House Order. #AmazingAmazon What's happening?,10
351802,Is there an issue with Amazon Pay today? Gift card payment option does not show Amazon Pay as an option!,10
351814,"stop wasting people's time amd sort out your delivery! Driver fakes delivery by calling no speaking, I call back can't communicate",2
351819,Sat in all day to get a failed delivery attempt. Why do I pay for prime?!!,2
351821,touch not working of brand new iphone 7. Brought from (hate it) Seriously you should look into this type of frauds,0
351823,very bad exp frst tym with your service pls dont buy anything from amazon guys,0
351826,Thanks for sending out a PS4 game with a box that's been smashed. Glad it's not a present,0
351831,payment got failed due insufficient balance bank a/c. Can i pay the same amount using pay balance tomorrow of same order.,16
351833,"hello, My package was out for delivery but now it is saying it is delayed because courier was unable to arrange delivery",2
351837,the packaging of Philips qt4011 trimmer is different.is this the original product or duplicate?.pls help.,15
351842,"Really disappointed with the delivery, till not received after commitment by customer service",6
351845,ordered redmi note 4 5 days ago from prime still not delivered #worst #service #fraud #prime Order # 405-7856333-5156321,21
351871,"How much cost FL_studio 11 producer edition or all plugins with amazon? I think I should buy one, if you ships to Norway.",0
351874,promised me same day delivery n I still don’t have my game. Smh.,12
351881,I cancelled a order by mistake...can you please continue with the shipping process and deliver it to me?,0
351883,The delivery boys play MIL/nosey relatives role with excellence-where are you/with whom/why/why aren't you home when you know....?,2
351885,Goal is to be so rich that i can buy all the books in my cart.,0
351894,"Worst experience with today in almost 15-16 years being customer of AMZN, CS is getting worse year by year",10
351913,my account has been hacked. Was asked to change password to connect and now when I connect it’s another username and address,3
351917,Do deliveries *ever* arrive on time?,4
351927,"Hi, i have my Kindle Voyage screen broken. Where can I get it fixed in Dubai?",0
352070,Amazon India. Very poor services. They have kept me wating for the pick of Dell Display which I received in a damaged state. Sunday gone!!,0
352077,what gift card I will get when I purchase a product I purchased a Bosch car washer of 8199rs,0
352080,Paid 255 for order which was cancelled from your customer service guys coz of issue during transit. Now I am being refunded 216,6
352083,"worst #cousmter satisfaction , #FOOLING consumer #earning bank #intrest on the consumer money i.e need too be refunded .",17
352087,"My item arrives early in Edinburgh, great its only 12 miles to my house. Then we see the incompetent planning where my jacket goes to Dundee 49 miles North. Where it still has to come to me another 49 miles South. What is going on?",0
352090,"I ordered some product, The status is being shown as delivered but guess what? I don't have it!!!",24
352096,trackid 183164116364. says dlvrd but did not. rcv package,22
352122,Just found out that my Halloween costume will be delivered on Friday the 13th 😯 how convenient of you,1
352125,"how can I purchase item worth INR 55,000 if there is monthly limit of INR 20,000 on Amazon pay?",0
352129,Amazon refund service is worst,6
352141,"Gotta love it when completely lie about trying to deliver to your address. Been in all day, bell not rung once. Fuckin useless!!",0
352150,Is amazing nobody in the giant can help. I am trying to purchase something during a week and get mails asking the same info 3 times,15
352157,when you order a quilt set and get some random blanket! Refuse to fulfil the order as you no longer have it on offer!!! Let down,0
352159,i orderd a package yesterday wad mentbt come yesterday didn't turn up says it will come today can you look into it please,10
352161,it is very shameful that amazon is showing product on website is different to supply. It's damaged and low quality also.,0
352338,brought a new trimmer of Philips 2 weeks ago. Today while charging for frst time. It automtcly switched on and off.Its defected.,4
352341,1/2 when I added this product to my cart it was deliverable to 284128 but as I proceed for checkout,21
352344,if I select the option at checkout saying it contains a gift do I get I get a gift receipt &amp; how long do they have to return it?,20
352348,I ordered iphone7 128gb from n I received a China power bank very poor service from Amazon. Order id. 405-0852367-1919537,21
352356,can u suggest any laptop with i5 8gb ram and windows 10?,0
352360,my order still hasn’t reached me ?!!!,0
352375,I ordered something on Amazon and paid extra to get it delivered the next day. Now it’s gonna be 4-5 Days late. Wth 😒,5
