conversation_id,customer_message,brand_reply
5331,live chat down in the UK and as a prime member I cannot t get any items delivered before Tuesday whats going on?,"Hi there, I'm sorry for the delivery troubles! Just to confirm, are you trying to place an order right now, or is this an ongoing issue? Are we missing the promised delivery dates here: ^DW"
5331,Trying to place an order this happened before and deleting and rentering my address fixed it but now it's across multiple prime accounts to the same address,"Prime shipping refers to transit time after your orders ship, in working days. Some orders require additional processing and handling. The delivery date shown at checkout is the most accurate. ^LR"
5331,But why has every item got 3+ days processing time when it's usually next day,Some deliveries may take slightly longer than usual. You can read more information on here: ^KI
5789,"I have stopped ordering from your site, Amazon courier guys are very rude. I have given similar complaints to u no of tyms.",Apologies for this unpleasant experience. I'd like to take a closer look. 1/2 ^HD
5796,I go to watch #thebay and episode 7 &amp; 8 aren’t there??? 😭,"I'm sorry, I see we do have both episodes available. Can you let us know which device you are streaming this on? ^EB"
5796,I’m trying off my fire stick,I'd recommend restarting your Fire Stick by unplugging it from the TV and wall outlet. If that doesn't work... (1/2)
5801,"I lost my signal while searching something in and since the page didn't load, this shows up...I am not even mad. #DogsForLife","We know not having service is ruff, but dogs make everything better! 🐶 ^HM"
5803,#HappyHalloween2017 from your biggest fan. Thank you for creating #efficient and #healthy households nationwide!,"Thank YOU, Alisondra, for being one of our amazing customers! ^BE"
5806,My audiobook hasn’t shipped (but the site still says I’ll get it by 8PM 🙄),I'm sorry for the wait! Please let us know if it does not arrive by 8PM. We want to make sure you receive the order. ^DD
6966,So for the 4th time the package I ordered was tossed onto my property instead of being left on my front porch. It was raining. Package wet. I’ve complained repeatedly to no avail. Since Amazon switched from USPS to local delivery Svc the SERVICE is terrible.,I am so sorry this has happened. Can you please clarify the carrier for us? We want to assist! You can see that info here: ^BA
6966,"Will do in morning. By the way, I’ve complained about this same issue 3 times and twice before directly to carrier.","When you have a moment, please phone us here: ^RR"
6966,Please call me,"If you follow the link ^RR provided, we'd love to give you a call. ^MH"
6966,Or you can provide me with a direct dial number and I’ll call it now,Hi there! We are not able to see customer's account information here on Twitter. Please reach out to us by calling 866-216-1072 and keep us updated on the outcome! ^SP
6966,"Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",You're welcome. Reach out again if you have questions in the future. We're here to help. ^JF
8511,UPS supposed to pick up a return package yesterday and bring return label... never showed.,"I'm sorry your package wasn't picked up! When you have a moment, reach out to us here: ^AC"
8513,"when you can't get my Prime order to me on time, what happens? I needed it on time! It's a gift! Your courier not up to the job?","We're unable to view your account, but we'd like to help in real-time, via phone or chat here: ^NN"
8524,my original echo some time say things without asking here anything ! This is really wired and creepy and scary!!,"Hmm, that's strange! Try going to Settings and reviewing your history. From here, you can see what prompted your Echo. ^FD"
8527,I know it’s nearly xmas but seriously I ordered a book from due to arrive 23rd Oct and still don’t have it or know where it is???,"I'm sorry for the wait, Jamie! What's the current status of your order here: ^SH"
8527,Well it says arriving today but honestly I know that’s fake as looked last four days and it’s still the same then,"I understand your concern. At your earliest convenience, we'd like to look into this with you: ^GM"
8527,Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,"I can understand your reluctance, but we can provide you with additional options depending on who the seller is. ^SY"
8527,The last update was on 22nd Oct saying it’s out for delivery.....you can’t tell me it take a over two weeks to deliver,"Hi, is the book listed as sold or fulfilled by Amazon? If so, please get in touch with us via the link ^GM provided. ^TS"
8537,why do I pay for 2 day shipping and it's going on 4 days.,"(2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: ^WT"
8540,pls investigate ur satara (Maharashtra) amzn staff or ur reputation is doomed in the region in long term.,Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK
8581,hi I cancelled an item today but the money has not shown back up in my bank yet can you tell me how long it takes?,"Hi there, items are not billed to you until they have shipped. If you have been charged for the order already, the refund will reflect on your account within 5-7 business days. You can read more about it here: -RD"
9120,I’ve had nothing but trouble with 2/3 of my orders this month and I’m starting to doubt my continuing my prime membership,"Without posting account information, could you provide us with a few details about the issue? We'd like to help! ^WM"
9120,"I got it sorted out, after multiple phone calls and failed chat sessions (those were horrible btw)","Thanks for the update! I'm sorry about the order issues and your inconvenience, but glad that everything has been resolved. ^SE"
9129,It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,"We're here to help! Please, reach us phone or e-mail so we can investigate: ^EB"
9129,I'm UK based. Are the contact details the same?,Sorry! Try this one instead: ^TR
9129,Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,Hi Emma. I understand. You can use this link (which doesn't require a log in) to get in touch: ^DC
9132,Haha has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks,Oh no! We'd like to review these charges and available options with you. Please reach us here: ^EZ
9137,Had a package scheduled for delivery today and it didn’t come I’m not happy,I'm sorry your shipment hasn't arrived; what is the latest status on the order: ^LR
9147,"order ID ending with 5148337, I paid ur delivery guy 1000 Rs for a 690 Rs order, asked him to add 310 to wallet, Y s it not done?",here: and I'll get back. (2/2) ^KA
9147,"Under the same order ID another product of 617 was delivered, paid 700 asked to add the balance to the wallet, same thing, not added",Thank you for providing the details. We are working on it and we'll get back to you soon. ^SY
9147,"Solved, Thank You",You're welcome. Do keep us posted for any further assistance. ^MK
9767,"Worst experience in shopping no product no refund , been 40 days. F&amp; it","Apologies for the delay in delivery of your order, Benish. We'd like to take a closer look. 1/2 ^HD"
9767,"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (1 item) check out yourself","Sorry for this ordeal, Benish. Please share your details here: and I'll get in touch with you. ^HD"
9767,I have had the hassle to provide my concern on the given link twice and it’s a pain. Use the details I already mentioned. I m not doing it,"I get your concern, Benish. As this is a public platform, we wouldn't be able to check your order/account related info. (1/2)^SV"
9767,Incredible! I shouldn’t post my details here Coz it’s public. While you can’t access it being in Amazon! Are you kidding me ?,We haven't received your details. Kindly share your details here: and I'll get in touch soon. ^AK
9767,"Order date 06-Oct-2017 Order # 406-8895581-1413106 Order total 3,719.00 (delete it again)",We've received your details and we'll reach out to you soon. (1/2) ^GK
9781,"I seem to have bad luck in trying to get undamaged books from . Sometimes it's damaged in delivery, but this one was packed this way.","I'm sorry about the damage, Raymond! Have you explored options for refund/replacement here: ^SH"
9781,I've returned several things lately and don't want Amazon to think I'm abusing the return policy.,I understand! Returns can be made as long as they fall under this policy: Hope this helps! ^BL
9784,", #fake I phone 7 received from amazon , India - order ID: amazon India has refused to replace pictures attach herewith.",We've emailed you in response to the details you shared earlier. Please reply on the same for further assistance. 1/2 ^MK
9788,please teach Alexa slang. I've been trying to play Momentz by gorillaz for the last 30 minutes.,We are always looking for ways to improve! You can provide your feedback to our developers here: ^EA
9791,Ordered cases for our new iPhone X and sent me iPhone 8 cases for BOTH ones. NOT THE SAME PHONE! #pissed,I'm sorry you didn't receive the correct items! I recommend trying the steps here for wrong items: ^SJ
9791,I already chatted with help and am still not convinced i'll get the right item because clearly the warehouse workers can't read.,Please keep us posted if a replacement was provided. We want to ensure you receive the correct phone case. ^EZ
9794,I was incredibly disappointed with my customer service call w after my order was 2x delayed and lost.,I'm sorry for the bad experience! What options did we offer on the phone? ^TN
9796,The reliability of 2 Day Prime is hitting an all time low. Not sure what is going on over there.,"I'm sorry for any trouble, Chris! We're here to help. Are you having trouble with a specific order? ^BL"
9799,I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,"I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV"
9807,", #fake I phone 7 received from amazon , order India - order ID: 171-8960684-6076325, amazon India has refused to replace",Sorry for the trouble with the order. We've emailed you here: Kindly check and respond. Please 1/2
9807,"Haven’t received any mail, can you please resend mail to __email__",I just checked and can see that we have sent you an email correspondence. Request you to please check your spam folder. ^MK
9807,"I have checked there is no email from amazon, and amazon is in safe senders list.","If you haven't received any email, please share your details here: and we'll get back to you. ^HD"
9807,I have filled the details,"If you've shared your details in the link, we'll check and get back to you with an update soon. ^MK"
9817,Please explain this,I'm sorry it hasn't arrived! We strive to meet the delivery date in your confirmation e-mail. Have we missed that date? ^MO
9821,if thats the case because if I pay for overnight shipping/delivery i expect to get what I paid for.,"(2/2) If we’ve missed the date in our order confirmation e-mail, please let us know here: ^WT"
9823,thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,We are happy that our new selections bring you some comfort. Stay strong Cassandra ^CH
9959,worst customer service; got hung up on twice,I'm so sorry we've let you down; that's never our intent! We'd like to take a closer look into this and explore options with you. Please reach us by phone or chat when you have a moment for direct assistance: ^LL
9959,"I was on the phone for an hour; kids fire tablet not working , warranty is a lie and your agents are rude.",I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: ^RR
9959,"amazon just doesn’t seem to get it together, poor customer service, warranty is a scam",Sorry to hear you're having issues with your Fire tablet. Seems to be a bit of an issue with the link above. Please provide info here: so we can look into this for you. ^ES
10321,"I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",I'm sorry for any concern this causes! We'd like a chance to look into this with you by phone or chat here: ^WT
10624,Anyone else see an odd looking website? It looks very different. Not wrkng as easily and lots of red text,I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM
10626,I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ
10629,why doesn't blue light filter work on kids account on the fire kids edition?,I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT
10634,How does amazon have late shipping? Multi billion dollar company,I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD
10634,I have an order that was supposed to be here on the 25th which has not arrived yet.,"What does the current tracking indicate? Also, who does the tracking indicate as carrier?: ^VB"
10634,"My apologies, it says now that the delivery date is October 31st. Still hasn't come though.",Please get in touch with us here: and we'd be happy to review available options with you. ^EZ
10634,Does it matter that I purchased from,Hi Mark! Deliveries will run up until 21:00. Let us know what happens. Chuck H
10634,No package.,I'm sorry it hasn't arrived! Please get in touch with us here: for available options. ^EZ
10647,"paid for next day delivery.. had it confirmed and alas, no package #nothappy","I'm so sorry for the wait. If you have a moment, please contact us by chat or phone: ^LH"
10653,hey why did i pay extra for shipping only for my order to say 'arriving today' and it still hasnt shipped yet just wondering.,I'm sorry your order hasn't arrived! We'd like to see how we can help so please reach us here: ^DD
10658,"Hey yall. Why is my checkout not working? I click ""checkout with fresh"" and it takes me to an error page. What's the deal?",I'm sorry to hear about the trouble. We'd like to take a closer look into this for you here: ^LI
10660,My package from was supposed to arrive today. Now it not coming till Friday. Why the hell do I pay for prime. Doesn't do shit.,"Oh no, Blair! Can you confirm the delivery date that was provided in your order confirmation email? ^LA"
10662,where’s my damn nutribullet,I'm sorry you haven't received your item! Can you tell us who the carrier is? Found here: ^AC
10665,Can I get a confirmation that it will ship tomorrow?,We always strive to get your order to you at the stated expected delivery time that is stated at the time of checkout ^CH
11017,Hey What’s the point of preordering a game if I don’t get it until 5 days after release?,I'm sorry for the frustration! Did you select Release-Date Delivery at checkout? ^AC
11017,"Didn’t know I needed to. Is that really a thing?! But still Prime shipping should be 2 days, correct?","Yes, Release-Date Delivery is definitely a thing and the Amazon Prime two day shipping does mean two days after processed. ^CN"
11024,"u just lost a prime member of many years. Not only did u mess up 3 consec orders, u refuse to make good on them.",I'm sorry! We'd love to help where we can. Please give us more details without sharing personal account information. ^LM
11024,The carrier doesn't sell free 2 day shipping as part of a membership. Amazon does.,We'd still like to help. What does the tracking show in Your Orders: Who is the carrier here? ^SJ
11024,"I called customer serv, they called usps and the usps rep blamed your routing. The second the usps rep was off the phone Amazon blamed usps","When you were on the phone with us, did we mention a date as to when we could provide more options? ^TN"
11024,I purchased the items specifically for the wedding.,"Hey, Mike! Were the other late items also shipped via USPS? You can check here: ^LA"
11036,"Uhh... my 10 y/o just asked Alexa to play Halloween music. First song opening lyric: ""yippee kiyay motherfucker."" Wtf ??",Yikes! We'd like to take a closer look into this. Please reach out with more information here: ^DG
11039,I'm so anxious to see that my Xbox one X will be shipping. I'm seeing other people get their confirmations. Where's mine,I'm sorry you haven't received an update on your shipping details! You can check your order here: ^MO
11039,Yeah I know how to check it. There's no information still,Please keep an eye on your e-mails and check your junk/spam folder. We'll let you know once we've confirmed a date. ^NM
11044,you keep insisting you havnt taken any money from me dispite proof! #givememymoneyback,"Thanks for reaching out, Gemma! We have responded to your direct message. Please respond to us there! ^HM"
11046,at 7 it said it was out for delivery by 8 pm. It now says sorry for your package being late and will arrive by November 3rd,I am so sorry about that! Who was the carrier? You can find that info here: ^BA
11053,it's been 7 days &amp; my order still hasn't shipped. #fail,I'm sorry that your package has not shipped! Did we miss the promised Delivery date found here: ^LM
11053,Original promised delivery date was yesterday to this Friday.,Please give us a call here: so we can take a look into this with you! ^TR
11053,"Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",Thanks for the information. Please let us know if your order doesn't arrive by Friday. ^EZ
11060,still have not received my package I paid extra for guaranteed next day. Won't do that again,I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: ^SJ
11060,Should have been today before 8,Please get in touch with us here: and we'd be happy to review available shipping refund options. ^EZ
11070,Regretting having bought Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.,Please try to remove and reinsert the SD card following the steps here: Let us know how this helps! ^MB
11070,"it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",We'd like to try to solve this problem for you! Please contact us here so we can take a closer look: ^CN
11070,"it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.",Check the SD Card slot and make sure there is no particulate matter which may be effecting how the card is being detected. ^CH
11073,isn't prime two day shipping supposed to be guaranteed? what happens when its late?,I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: ^GM
11073,yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,We're unable to access accounts on Twitter but we'd like to look into it for you here: ^LI
11079,"I'm thinking that tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.",Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: ^BN
11079,Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.,We'd still like to help. What is the delivery date shown in the order e-mail: Who is the carrier? ^SJ
11079,"At time of order, del date was 10/29. Carrier is AMZL US.",I would like a member of our team look into this for you. Please fill out this form: ^BA
11085,I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,"I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH"
11085,"So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.","What kind of problems are you having with your Fire Stick, Mildred? ^VB"
11085,"Continued buffering, loss of sound and it doesn't save where I leave off in programming.",Oh no! We'd like to look into this in real time with you. Please reach us via phone here: ^AB
11090,My drying rack was broken when I opened the box. What should I do ?,"I'm sorry your order arrived damaged, Marsha! You can see available options for that item here: ^LA"
11590,my Amazonid is __email__ is blocked since 3months please unblock it.,"Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW"
11590,Not received any email,"I get your concern, Hussain. All the account related issues are handled by our accounts team. You should've received an 1/2 ^NK"
11590,Still not got any mail please solve my problem right now.,"I'm afraid, we'll not be able to take any action on your account once it is put on hold. Request you to wait for the email. ^HD"
11590,Please do it fast,"I get your concern, Hussain. As requested, please reply to the correspondence sent by our specialist team. (1/3) ^SV"
11594,Bit of a piss take really now - was promised it by 9pm today.,Oh no! Let's talk about this in real time. Please call or chat with us here: ^BA
11594,Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,"Just to confirm, what's the current tracking information listed for your order here: ^HC"
11597,don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,I'm so sorry for the wait! What does tracking information say here: ^MH
11597,I paid extra to have one day shipping... pissed,So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
11597,Do I get a refund,"If we've missed the guaranteed delivery, please contact us here so we can look into this with you: ^MB"
11600,#Halloween #goldenretriever #dogs #puppy 6 month old service dog Halloween,"Happy Halloween to this very, very good puppy! I'd be lion if I said he didn't have my heart! 😍🦁^BL"
11603,"My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.",Oh no! Have you checked the mailbox? These steps may help locate the order: Keep us posted! ^BN
11603,"Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again.",I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: ^BL
11603,"Carrier: AMZL US, Tracking #: TBA516106123000","I'd like someone from my team to check into this. When you can, please drop your details here: ^BL"
11619,how do I inform your delivery drivers to just leave my package at my front door?,"Hey, Hugh! Are you having trouble receiving a recent order? ^LA"
11619,Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt.,"Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: ^LM"
11974,My Halloween costume is a day late. Can you help?,I'm so sorry we've let you down. Please reach us here: so we can explore options with you. ^LL
11976,Seriously what is up with ordering things and it being open? You guys shipping returned items. 2nd day in a row this happens :SMH:,We do not want this to happen and are eager to help. Reach out to us for more assistance here: ^LM
11976,"My most recent order came without an outer shipping box, with product box obv not designed for shipping and arrived open.",I'm sorry your speakers were shipped this way! Was this order sold/fulfilled by a third-party seller: ^WM
11979,don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML
11982,what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD"
11982,Many times..Always got them saying well deliver it by deadline...I hate your service now,Sorry about the delay with the order. Please share your details here: and we'll check this. ^KA
11982,It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..,Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH
12496,WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,"I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: ^BL"
12496,I already emailed y’all.,"I'm sorry about the link. For a faster response, contact us by phone here: without signing in. ^BE"
12496,Is that a 24 hr line,Yes. Our main customer service line is open 24 hours a day. ^LJ
12505,How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,"We'd like to help in real-time! When you have a free moment, please reach out to us here: ^HM"
12505,Nah. Just answer my question please.,"From the Kindle app, go to More, tap on Settings, tap on Push notifications to enable or disable the notifications. ^SE"
12509,thanks for such thoughtful packing. Must be why it takes so long to ship #whoneedspeanuts #oversized,That does seem excessive. Help us improve by leaving order specific packaging feedback here: ^EZ
12511,why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499,The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK
12549,"My friends are returning Amazon's return policy in India directly, they are cutting your pockets","I'll make sure to forward your feedback internally to the concerned team, which helps us improve customer experience. ^RS"
12549,Please send the details of the courier Person. order ID:408-2814251-6893940,We've responded to your concern here: please check. ^KA
12549,what about refund for electronic products,Please check this link here: to know about the return policies of products available on our website. ^KA
12549,Please do not purchase anything from Amazon ad we are filling case in consumer court for such unfair practices. Amazon.in please respond,"I'm sorry, please fill this form: and we'll get back to you right away. (1/2) ^SI"
12549,We have raised relevant ticket please resolve immediately,We will not leave you disappointed. Could you confirm sharing details here: ^MJ
12549,Your customer cade stats we would not be able to assist any further so do we need to file a case against this fraud company?,I'm afraid we haven't received your details yet. Please fill the form provided earlier and we'll get back to you soon. ^SI
12549,"Filled the form second time ""Thank you! Your message has been sent.We will contact you within 12 business hours,7 days a week 10:00 to 19:00",We have received your reply. We will work on it and get back to you with an update. 1/2 ^SB
12549,Confirm whether you have received and when would you be compensating over this???,Sorry about the miscommunication. We've received your details and will reach out to you soon. ^KH
12549,"The worst thing i experienced as i got a book of price ₹60,but i had paid ₹160 for it,even they didn't mention the real price of in on site.",Request you to wait and our team will get back to you at the earliest with an update. ^GD
12549,is there no customer service email? return pick up not arrived,"You may connect us via email as well from the link provided earlier. Please select email &amp; proceed, we'll respond shortly. ^BS"
12549,cant contact to customer care by the link given by you,"GST invoice is shared with business affiliated accounts. For more information, follow the link: ^BV"
12549,GST registration number and name of the seller do not match from,We currently include only seller's GST number on the invoice. If you're a business and purchasing business supplies (1/2)^SQ
12549,Please give a email address to contact to amazon customer care,You can get in touch with our support team here : ^RI
12549,There is no option to contact to customer service on your website,"I get your concern, Sam. Please use the link shared above to reach us. We'll help you to resolve your concern. ^SV"
12549,"is there no email support , chat support , phone support , link giving by you is not working","I get your concern, Sam. Click on this link here: &gt; sign In &gt; Select order &gt; Select Issue (1/2) ^SV"
12549,"Amazon.in please respond if you want to settle this out of court, else my lawyer would be contacting your nodal desk shortly","We've sent a correspondence to your registered email address, request you to check the same. ^SH"
12549,Nobody is helping need to file case against you,"As requested, please respond on the requested email and our specialist team will reach out to you. ^HK"
12549,I have replied dozen of times first check then reply. So silly,Thanks for writing back to us. Our specialist team will contact you with an update on your issue soon. Please wait. ^ZH
12549,Amazon has lost its credibility by buying cheap products from other portals like ebay and selling over their platform. Really cheap,you with an update at the earliest. (2/2)^AU
12549,"i bht food feeder and got defective, nw to return, i hv to courier it back myself, i don't hv time, that's y i am buying online, its strange",I'm sorry you received a defective product. Due courier constraints the pick up service is not available in certain pincodes. ^HA
12549,Please reply with necessary resolution...,email ID. Kindly check it here: 2/2 ^RS
12549,"I bought a samsung uni.charger,used product &amp;charging cable nt provided. U r nt accepting it's return.","Apologies for the unpleasant experience, have you reported this to our support team here: ^AH"
12549,"Yes Sir,I reported,they assured me too 4 d return &amp;said pickup agent vl contact U but nothing done.",Sorry for the delay with the pickup. Kindly drop in your details here: and we'll work on it. ^NS
12549,"Tried to drop details ,but could be successful.I could understand how&amp;what 2 do. Order no. is uni. Charger.","Please let us know if you need any assistance in filling the form, we'll assist. ^GS"
12549,"Nobody has called till now, why are you sending fake replies",Sorry for the stretch. Please reply to the email you've received from our Social media team and we'll get back. ^KA
12549,Please update else take the pain of legal complications,Sorry for the trouble you've had. Kindly reply to the email you've received from our team &amp; we'll look into this further.^MM
12549,"Please check before opening your mouth on social media, already you have lost your credibility don't loose humanity and humiliate yourself","I do understand, however, please revert to the same email so that we can get this sorted. ^HN"
12549,"I have replied Sir, try and understand the gratitude of this event. You are exposing yourself in bad light","Apologies, thank you for replying to the email. We'll get back on this soon. Appreciate your patience. ^BS"
12549,You insane please update for the fraud and sins are doing,"If you had replied to the email, you must've received a correspondence from us, Darshan. Please check. ^HD"
12549,"Uff, I am continuously trying to tell you that I have already replied and a 24 hr tat for receiving call was given which​ U have failed on",If you've already replied to the email sent by our team. I'm sure our team will reach out to you soon with an update. ^VM
12549,Rather than wasting time here can you please check with your team &amp; confirm whether they have responded. Use basic communication skills Sir,"We're currently working on your issue, we'll contact you soon. Keep an eye on your mailbox. ^ZH"
12549,"Checking internally will not work here you need to escalate this to your management, so that they will prioritize the issue☺️",We have forwarded this to the concerned team and we'll work on it. ^SQ
12549,Thanks a lot for your response at the earliest. Hope Amazon won't disappoint me 😋😋 Thanks buddy- chendhu from india,You're Welcome! Do keep us posted for any further concerns. ^SQ
12549,Mera refund ka paisa kisi dusreka account me dalke fir bolte ho galti ho gaya hai aur bara bara baat karte ho shame on u,"Sorry to know you're having trouble with the refund, we certainly did not expect this to happen. 1/2 ^PS"
12549,I orderd a prodct and prepaid for it n it ws GIFT N It got canclled without any info.Nw I m gonna struggle for my money .this is pathetic,Every canceled order is followed by an email with the reason for cancellation. Request you to check. 1/2 ^SB
12549,Everytime report to consumer support there would be new executive after a long understanding he or she said wait for next 48 hrs shameful,I’m sorry about the issue you’re facing with refund. Let us look into it. Please share (1/2)^HR
12549,Plz give my refund back i have provided all needed socument just check my account,"Thank you for keeping us posted, Suraj. We will get back to you soon with an update on the refund. ^KS"
12549,Still not getting usefull solution of my refund problem shame you amazon,"I appreciate your patience. We've received your details, we are working on it and will get back to you at the earliest. ^SC"
12549,I don't need cheap consolation i want my money back solve the problem as earlier possible,"I’m sorry about this experience, Biswarup. I'd like to take a closer look into this. Please share your details here: and I'll get in touch with you. ^MK"
13167,"Unable to what they promised not gave one plus 5 offer only sale product after they Dont care also not return back,Its hopless😡",Sorry for the inconvenience. Please share your details here: and I'll get in touch with you. ^MK
13170,why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.,Are you currently waiting on the delivery of a delayed order? ^QJ
13173,STOP USING THE They are a useless government entity.,"I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM"
13180,y'all gotta get rid of AMZL and try again,"I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM"
13180,"yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently","We'd like to take a closer look. When you can, please provide us some more information here: ^TN"
13186,"WTF! Called them again and again, the call was dropped after 5 seconds of talking to someone. This is my 4th call for product NOT delivered",Was any information provided to you in the phone conversation? Who was the carrier as listed here: ^CH
13186,"Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls",I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call? ^TL
13189,"Hi , I’ve purchased something via your app and it’s broken! How can I get it replaced?","Hi, Reece! I'm sorry about the broken item. You can check into options here: ^BL"
13558,any idea when this order will arrive? I have a sassy Brit since grocery stopped carrying his #teatime #isthisatrick,I'm sorry there was a delay! Let us know if your package doesn't arrive by November 2. Please keep us posted on its delivery. ^TN
13560,"Got Prime, won't leave package at the door. Rode my bike across the city to up my package. #homedelivery","I'm sorry this happened, Davis! Please provide carrier feedback here about this order: ^SH"
13563,when do you guys charge for the Xbox one X I preordered? It ships the 6th.,Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ
13567,it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her !,I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW
13569,you have a problem in your website =D,Thanks for bringing this to our attention. I've escalated this to our website team. ^SJ
13576,here is the email. Conflicting answers from others in similar situations online.,"(2/2) Alternately, if you'd like us to verify in real-time you can reach us here: ^EB"
13897,Please monitor your customer care dept. Its like fighting a war.,"I understand your concern, however we'll not be able to accept an email as proof for denial of service, kindly share (1/2) ^ZH"
13897,if is selling unauthorized products where i am supposed to get denial letter? i cant threaten iball into prociding one.,Kindly obtain the same in writing from the manufacturer and we'll be sure to assist you further. ^SA
13897,please dont circle on the same thing. Email is already provided earliee,"I certainly get that, however since the return window has already expired we won't be able to intervene in this 1/2 ^AB"
13897,"Now that leaves only one question, should I take a knife or a gun to force as per unreasonable amazon demands?","If the manufacturer refuses to honor warranty on a device, you shall receive a service denial letter for the same. ^HK"
13897,"how do you expect me to threaghten if selling stolen goods is Amazon's business model, i am not going to abuse the iball sc guy.",I get your concern.We wouldn't be able to work on the issue until we receive a service denial letter from the manufacturer.^NS
13897,"so basically you are stealing money from small customers. count your money, its growing. THIEVES.",Apologies for the inconvenience with policy constraint. We'll be able to assist you once service denial letter is received.^GS
13897,yeah and i will get it after i murder service center owner. I would rather throw this product in dumpster and let wll india know abt u cheat,Kindly share your details here: and I'll contact you with an update on this. ^GS
13897,all emails already shared with earlier tweet.,Kindly share your details in the link given earlier and we'll be sure to help you in getting this issue resolved. ^ZH
